OrderID,ProductID,UnitPrice,Quantity,Discount
1,21,73020,10,0.5
2,22,79020,5,0.5
3,23,45020,15,1.5
4,24,59020,5,2
5,25,89020,10,2.5
6,26,43020,25,2.5
7,27,60020,20,1
8,28,20020,5,2.5
9,29,49020,20,1
10,30,79020,15,2.5
11,31,76020,25,1.5
12,32,21020,25,0.5
13,33,24020,5,1
14,34,59020,15,2.5
15,35,51020,25,1
16,36,11020,10,2.5
17,37,76020,15,2.5
18,38,54020,10,0.5
19,39,25020,5,0.5
20,40,45020,20,2.5
21,41,63020,10,1.5
22,42,58020,5,2.5
23,43,32020,10,2.5
24,44,21020,5,2.5
25,45,76020,15,1
26,46,76020,15,0.5
27,47,43020,15,1.5
28,48,40020,20,2.5
29,49,69020,5,0.5
30,50,33020,25,0.5
31,51,39020,5,2
32,52,50020,25,2
33,53,80020,25,1
34,54,60020,15,2
35,55,27020,15,1
36,56,22020,5,0.5
37,57,52020,15,1.5
38,58,73020,10,2
39,59,90020,20,2.5
40,60,52020,20,0.5
41,61,95020,20,0.5
42,62,66020,15,2.5
43,63,94020,10,0.5
44,64,66020,15,0.5
45,65,87020,20,1.5
46,66,41020,15,1.5
47,67,59020,25,1
48,68,84020,25,1.5
49,69,48020,10,2
50,70,91020,10,2
51,71,71020,25,0.5
52,72,82020,15,1
53,73,48020,10,2.5
54,74,97020,10,2
55,75,78020,5,1
56,76,44020,5,0.5
57,77,67020,10,2.5
58,78,54020,15,2.5
59,79,99020,25,2.5
60,80,46020,15,2
61,81,79020,25,1
62,82,71020,5,2.5
63,83,70020,5,1.5
64,84,69020,15,0.5
65,85,95020,20,2.5
66,86,39020,15,0.5
67,87,84020,5,2
68,88,53020,15,1.5
69,89,93020,15,0.5
70,90,38020,10,1.5
71,91,86020,5,2.5
72,92,89020,5,2
73,93,97020,25,1.5
74,94,24020,25,1.5
75,95,88020,20,1
76,96,11020,20,1
77,97,73020,10,1
78,98,93020,15,2.5
79,99,68020,10,1
80,100,97020,5,2
81,101,64020,20,2.5
82,102,60020,5,2
83,103,22020,20,2.5
84,104,91020,10,1.5
85,105,38020,25,0.5
86,106,44020,5,0.5
87,107,71020,25,1.5
88,108,62020,15,0.5
89,109,62020,10,0.5
90,110,83020,15,0.5
91,111,29020,25,2
92,112,76020,25,0.5
93,113,64020,20,0.5
94,114,27020,10,2
95,115,60020,5,1
96,116,96020,5,2
97,117,62020,10,1.5
98,118,33020,10,2.5
99,119,40020,5,1
100,120,80020,10,2
101,21,73020,20,2.5
102,22,79020,15,1
103,23,45020,25,2.5
104,24,59020,25,2.5
105,25,89020,5,1
106,26,43020,5,0.5
107,27,60020,25,0.5
108,28,20020,5,2.5
109,29,49020,5,1
110,30,79020,25,2.5
111,31,76020,10,0.5
112,32,21020,25,1
113,33,24020,20,1.5
114,34,59020,20,1
115,35,51020,25,0.5
116,36,11020,10,2
117,37,76020,5,1
118,38,54020,5,2.5
119,39,25020,10,1
120,40,45020,20,0.5
121,41,63020,5,0.5
122,42,58020,5,2
123,43,32020,10,1
124,44,21020,5,1.5
125,45,76020,25,0.5
126,46,76020,15,1
127,47,43020,5,1
128,48,40020,5,2.5
129,49,69020,5,2.5
130,50,33020,10,1
131,51,39020,5,1
132,52,50020,25,0.5
133,53,80020,20,0.5
134,54,60020,20,2
135,55,27020,20,2.5
136,56,22020,15,2.5
137,57,52020,20,2
138,58,73020,10,1
139,59,90020,5,1
140,60,52020,10,2
141,61,95020,20,1
142,62,66020,15,1.5
143,63,94020,5,0.5
144,64,66020,15,2.5
145,65,87020,25,2
146,66,41020,15,1.5
147,67,59020,10,0.5
148,68,84020,5,0.5
149,69,48020,20,1
150,70,91020,15,2
151,71,71020,20,0.5
152,72,82020,15,2.5
153,73,48020,5,1.5
154,74,97020,5,0.5
155,75,78020,20,2.5
156,76,44020,5,0.5
157,77,67020,25,2
158,78,54020,10,0.5
159,79,99020,25,1
160,80,46020,10,1.5
161,81,79020,10,0.5
162,82,71020,10,2
163,83,70020,20,1.5
164,84,69020,5,0.5
165,85,95020,15,1.5
166,86,39020,25,2.5
167,87,84020,10,0.5
168,88,53020,5,1
169,89,93020,15,0.5
170,90,38020,10,2.5
171,91,86020,10,2.5
172,92,89020,20,1.5
173,93,97020,15,1.5
174,94,24020,20,2.5
175,95,88020,5,0.5
176,96,11020,25,1.5
177,97,73020,20,2
178,98,93020,10,1.5
179,99,68020,20,2
180,100,97020,25,0.5
181,101,64020,20,2.5
182,102,60020,5,2
183,103,22020,10,0.5
184,104,91020,20,1
185,105,38020,10,2.5
186,106,44020,15,2
187,107,71020,5,1.5
188,108,62020,20,0.5
189,109,62020,20,1
190,110,83020,20,0.5
191,111,29020,20,2.5
192,112,76020,5,0.5
193,113,64020,5,0.5
194,114,27020,5,2.5
195,115,60020,15,0.5
196,116,96020,10,1
197,117,62020,10,2.5
198,118,33020,25,1
199,119,40020,15,1.5
200,120,80020,25,1
201,21,73020,10,2
202,22,79020,10,0.5
203,23,45020,25,0.5
204,24,59020,10,0.5
205,25,89020,25,2
206,26,43020,5,2
207,27,60020,5,2
208,28,20020,20,1
209,29,49020,10,1
210,30,79020,10,1.5
211,31,76020,25,2.5
212,32,21020,20,2
213,33,24020,25,2
214,34,59020,5,2
215,35,51020,15,0.5
216,36,11020,20,2
217,37,76020,20,2.5
218,38,54020,25,2
219,39,25020,20,2
220,40,45020,20,1
221,41,63020,25,1.5
222,42,58020,15,0.5
223,43,32020,15,2
224,44,21020,20,2.5
225,45,76020,25,2.5
226,46,76020,10,2.5
227,47,43020,5,2.5
228,48,40020,20,0.5
229,49,69020,5,1
230,50,33020,15,2
231,51,39020,5,0.5
232,52,50020,25,2.5
233,53,80020,25,0.5
234,54,60020,10,1
235,55,27020,20,1
236,56,22020,25,1.5
237,57,52020,10,1.5
238,58,73020,20,1
239,59,90020,20,1
240,60,52020,5,1.5
241,61,95020,10,2
242,62,66020,25,0.5
243,63,94020,20,0.5
244,64,66020,15,2
245,65,87020,5,0.5
246,66,41020,10,0.5
247,67,59020,15,1.5
248,68,84020,10,2.5
249,69,48020,10,2
250,70,91020,10,0.5
251,71,71020,10,1.5
252,72,82020,25,1.5
253,73,48020,20,1
254,74,97020,10,1.5
255,75,78020,25,1.5
256,76,44020,10,2
257,77,67020,10,0.5
258,78,54020,25,1.5
259,79,99020,20,2.5
260,80,46020,15,0.5
261,81,79020,20,2.5
262,82,71020,25,2
263,83,70020,15,2.5
264,84,69020,15,0.5
265,85,95020,5,0.5
266,86,39020,10,2
267,87,84020,5,1
268,88,53020,5,0.5
269,89,93020,20,2.5
270,90,38020,10,0.5
271,91,86020,5,1
272,92,89020,15,0.5
273,93,97020,5,1.5
274,94,24020,5,2.5
275,95,88020,15,1
276,96,11020,20,1.5
277,97,73020,25,0.5
278,98,93020,25,0.5
279,99,68020,5,2.5
280,100,97020,15,1
281,101,64020,10,1
282,102,60020,15,2
283,103,22020,5,0.5
284,104,91020,20,0.5
285,105,38020,25,1.5
286,106,44020,25,1.5
287,107,71020,5,2
288,108,62020,25,2.5
289,109,62020,10,1
290,110,83020,10,2.5
291,111,29020,15,1.5
292,112,76020,25,2.5
293,113,64020,25,0.5
294,114,27020,15,2
295,115,60020,20,0.5
296,116,96020,10,2.5
297,117,62020,15,1.5
298,118,33020,5,1
299,119,40020,5,1
300,120,80020,5,1.5
301,21,73020,5,1
302,22,79020,25,2
303,23,45020,10,2
304,24,59020,10,1.5
305,25,89020,10,1
306,26,43020,5,1
307,27,60020,5,2
308,28,20020,25,0.5
309,29,49020,15,1.5
310,30,79020,20,1.5
311,31,76020,15,0.5
312,32,21020,5,2.5
313,33,24020,20,2
314,34,59020,15,2
315,35,51020,5,1.5
316,36,11020,5,1.5
317,37,76020,5,1
318,38,54020,10,0.5
319,39,25020,20,1.5
320,40,45020,20,2.5
321,41,63020,25,2.5
322,42,58020,20,0.5
323,43,32020,15,0.5
324,44,21020,25,0.5
325,45,76020,10,2.5
326,46,76020,15,1
327,47,43020,25,2.5
328,48,40020,5,1
329,49,69020,5,1.5
330,50,33020,20,2
331,51,39020,10,2
332,52,50020,25,1.5
333,53,80020,20,1
334,54,60020,20,1.5
335,55,27020,15,1
336,56,22020,5,1
337,57,52020,5,2.5
338,58,73020,15,0.5
339,59,90020,10,2.5
340,60,52020,25,2
341,61,95020,15,0.5
342,62,66020,5,1
343,63,94020,15,0.5
344,64,66020,5,1
345,65,87020,5,2.5
346,66,41020,15,1
347,67,59020,15,1
348,68,84020,10,2
349,69,48020,25,2.5
350,70,91020,10,1.5
351,71,71020,5,2
352,72,82020,10,2.5
353,73,48020,5,0.5
354,74,97020,25,1
355,75,78020,10,1.5
356,76,44020,5,2.5
357,77,67020,10,2.5
358,78,54020,5,2.5
359,79,99020,25,1
360,80,46020,5,1.5
361,81,79020,15,2
362,82,71020,10,2.5
363,83,70020,5,1
364,84,69020,15,2.5
365,85,95020,5,2.5
366,86,39020,5,2.5
367,87,84020,5,2
368,88,53020,20,1.5
369,89,93020,20,2
370,90,38020,15,1
371,91,86020,20,0.5
372,92,89020,5,2
373,93,97020,20,1.5
374,94,24020,5,0.5
375,95,88020,15,1.5
376,96,11020,10,1.5
377,97,73020,10,0.5
378,98,93020,5,1.5
379,99,68020,15,0.5
380,100,97020,5,0.5
381,101,64020,25,2.5
382,102,60020,20,2.5
383,103,22020,15,1
384,104,91020,25,1.5
385,105,38020,25,0.5
386,106,44020,20,1.5
387,107,71020,15,1.5
388,108,62020,15,1
389,109,62020,5,1
390,110,83020,25,2.5
391,111,29020,25,1
392,112,76020,5,1
393,113,64020,5,2
394,114,27020,15,2.5
395,115,60020,5,1
396,116,96020,15,1
397,117,62020,5,1.5
398,118,33020,25,0.5
399,119,40020,10,1
400,120,80020,5,1
401,21,73020,20,1.5
402,22,79020,25,1
403,23,45020,5,1.5
404,24,59020,15,2
405,25,89020,10,2
406,26,43020,15,1
407,27,60020,5,1.5
408,28,20020,25,0.5
409,29,49020,10,2
410,30,79020,25,2
411,31,76020,15,1
412,32,21020,15,1.5
413,33,24020,15,2
414,34,59020,5,2.5
415,35,51020,25,2.5
416,36,11020,15,2.5
417,37,76020,10,2.5
418,38,54020,25,2.5
419,39,25020,10,1
