OrderID,ProductID,UnitPrice,Quantity,Discount
1,21,72975,20,2.5
2,22,78975,20,2.5
3,23,44975,20,1
4,24,58975,20,2.5
5,25,88975,10,2.5
6,26,42975,15,1.5
7,27,59975,25,1.5
8,28,19975,20,2
9,29,48975,20,2
10,30,78975,20,1
11,31,75975,15,1.5
12,32,20975,15,2.5
13,33,23975,25,1.5
14,34,58975,5,1.5
15,35,50975,15,2.5
16,36,10975,15,1.5
17,37,75975,10,0.5
18,38,53975,25,2
19,39,24975,20,2
20,40,44975,10,2.5
21,41,62975,25,0.5
22,42,57975,20,1.5
23,43,31975,5,0.5
24,44,20975,20,2
25,45,75975,15,1
26,46,75975,25,1.5
27,47,42975,20,0.5
28,48,39975,20,1.5
29,49,68975,15,0.5
30,50,32975,25,1
31,51,38975,25,1.5
32,52,49975,15,2
33,53,79975,10,2.5
34,54,59975,25,2.5
35,55,26975,10,2.5
36,56,21975,15,1
37,57,51975,20,1
38,58,72975,10,1
39,59,89975,5,1
40,60,51975,10,2.5
41,61,94975,10,2.5
42,62,65975,15,1
43,63,93975,25,1.5
44,64,65975,10,1.5
45,65,86975,5,0.5
46,66,40975,20,1.5
47,67,58975,20,1
48,68,83975,25,2
49,69,47975,5,0.5
50,70,90975,25,1.5
51,71,70975,5,1.5
52,72,81975,15,2
53,73,47975,25,2.5
54,74,96975,10,2
55,75,77975,15,1.5
56,76,43975,20,2
57,77,66975,5,2.5
58,78,53975,15,2.5
59,79,98975,25,1.5
60,80,45975,25,0.5
61,81,78975,25,1.5
62,82,70975,25,0.5
63,83,69975,20,1
64,84,68975,25,0.5
65,85,94975,25,0.5
66,86,38975,5,1
67,87,83975,25,1
68,88,52975,10,2
69,89,92975,5,2.5
70,90,37975,5,2.5
71,91,85975,10,0.5
72,92,88975,5,1.5
73,93,96975,20,2
74,94,23975,10,2.5
75,95,87975,10,0.5
76,96,10975,10,0.5
77,97,72975,5,1.5
78,98,92975,5,1.5
79,99,67975,20,2.5
80,55,96975,15,1
81,56,63975,5,1.5
82,57,59975,5,1
83,58,21975,20,1.5
84,59,90975,10,2
85,60,37975,20,1.5
86,61,43975,20,1.5
87,62,70975,10,1
88,63,61975,25,2
89,64,61975,5,0.5
90,65,82975,10,2
91,66,28975,5,0.5
92,67,75975,20,0.5
93,68,63975,15,1
94,69,26975,20,1
95,70,59975,15,0.5
96,71,95975,15,0.5
97,72,61975,15,2.5
98,73,32975,20,2.5
99,74,39975,25,2.5
100,75,79975,10,2.5
101,21,72975,25,2.5
102,22,78975,25,0.5
103,23,44975,25,1.5
104,24,58975,15,2
105,25,88975,25,2
106,26,42975,10,2.5
107,27,59975,5,1
108,28,19975,20,0.5
109,29,48975,15,2.5
110,30,78975,5,1
111,31,75975,20,2
112,32,20975,5,2
113,33,23975,15,1
114,34,58975,15,2
115,35,50975,5,2.5
116,36,10975,20,1
117,37,75975,20,1
118,38,53975,5,2
119,39,24975,25,0.5
120,40,44975,25,1.5
121,41,62975,20,0.5
122,42,57975,15,0.5
123,43,31975,15,1.5
124,44,20975,15,2.5
125,45,75975,25,1
126,46,75975,15,2
127,47,42975,10,2
128,48,39975,5,2
129,49,68975,5,0.5
130,50,32975,20,1
131,51,38975,20,0.5
132,52,49975,10,2
133,53,79975,25,2.5
134,54,59975,15,2
135,55,26975,20,1
136,56,21975,20,1
137,57,51975,10,2.5
138,58,72975,25,2
139,59,89975,5,1
140,60,51975,5,1.5
141,61,94975,5,2.5
142,62,65975,5,1
143,63,93975,10,0.5
144,64,65975,20,1
145,65,86975,15,1.5
146,66,40975,10,1.5
147,67,58975,10,2
148,68,83975,5,1.5
149,69,47975,25,1.5
150,70,90975,15,1
151,71,70975,5,2
152,72,81975,5,1
153,73,47975,20,2.5
154,74,96975,20,1.5
155,75,77975,25,1
156,76,43975,10,1
157,77,66975,5,2.5
158,78,53975,25,2
159,79,98975,15,2.5
160,80,45975,15,1.5
161,81,78975,15,0.5
162,82,70975,15,1.5
163,83,69975,5,0.5
164,84,68975,15,2
165,85,94975,15,1
166,86,38975,20,1
167,87,83975,15,0.5
168,88,52975,10,1.5
169,89,92975,5,1.5
170,90,37975,20,2
171,91,85975,20,0.5
172,92,88975,25,2.5
173,93,96975,10,1.5
174,94,23975,10,1.5
175,95,87975,15,1.5
176,96,10975,5,2
177,97,72975,15,1
178,98,92975,5,1.5
179,99,67975,20,1
180,55,96975,25,2
181,56,63975,25,2
182,57,59975,10,2.5
183,58,21975,10,2.5
184,59,90975,20,2
185,60,37975,10,1
186,61,43975,5,1.5
187,62,70975,10,2.5
188,63,61975,25,2
189,64,61975,10,2
190,65,82975,10,2
191,66,28975,25,2
192,67,75975,5,1.5
193,68,63975,15,0.5
194,69,26975,20,2
195,70,59975,20,1
196,71,95975,10,2.5
197,72,61975,25,2
198,73,32975,5,1.5
199,74,39975,15,2
200,75,79975,20,2.5
201,21,72975,20,0.5
202,22,78975,25,1
203,23,44975,5,1.5
204,24,58975,15,2.5
205,25,88975,5,1
206,26,42975,20,2.5
207,27,59975,5,2.5
